Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-07-09 00:00:00+07:00,2788.009254613416,2797.590042429957,2759.2668911637934,2778.428466796875,33908500,0.0,0.0
2024-07-10 00:00:00+07:00,2778.428466796875,2807.170830246498,2759.2668911637934,2778.428466796875,15583800,0.0,0.0
2024-07-11 00:00:00+07:00,2778.4283746039114,2778.4283746039114,2740.105224609375,2740.105224609375,14109100,0.0,0.0
2024-07-12 00:00:00+07:00,2730.5243674773633,2740.1051547316697,2682.6204312058303,2711.36279296875,31624700,0.0,0.0
2024-07-15 00:00:00+07:00,2711.3628848404833,2749.68603515625,2711.3628848404833,2749.68603515625,28322100,0.0,0.0
2024-07-16 00:00:00+07:00,2778.428397893075,2778.428397893075,2730.5244599983666,2749.68603515625,15556100,0.0,0.0
2024-07-17 00:00:00+07:00,2768.8476789803344,2788.009254613416,2749.6861033472524,2778.428466796875,30254100,0.0,0.0
2024-07-18 00:00:00+07:00,2768.8474951010726,2912.5593028052804,2749.6859207405114,2902.978515625,103268300,0.0,0.0
2024-07-19 00:00:00+07:00,2912.559463205645,3017.9481279926913,2912.559463205645,2970.044189453125,112245400,0.0,0.0
2024-07-22 00:00:00+07:00,2970.0441519519004,3094.5943905821414,2970.0441519519004,3056.271240234375,67919400,0.0,0.0
2024-07-23 00:00:00+07:00,3056.271099834016,3104.175035568091,2998.786376953125,2998.786376953125,33527400,0.0,0.0
2024-07-24 00:00:00+07:00,3008.367256814373,3056.2711940247927,2989.2056819302047,3037.109619140625,34903800,0.0,0.0
2024-07-25 00:00:00+07:00,3027.5287383935706,3065.851886980831,2989.20558980631,2998.786376953125,32062500,0.0,0.0
2024-07-26 00:00:00+07:00,3017.9480671432784,3056.2712172022407,2998.786492113797,3046.6904296875,26608400,0.0,0.0
2024-07-29 00:00:00+07:00,3046.6904296875,3085.0135797464623,3037.1096421727593,3046.6904296875,27176600,0.0,0.0
2024-07-30 00:00:00+07:00,3065.851876934985,3113.7558125120936,3046.6903027041412,3094.59423828125,46439400,0.0,0.0
2024-07-31 00:00:00+07:00,3113.755788862335,3132.917362947642,3065.8518536490683,3085.013427734375,44870200,0.0,0.0
2024-08-01 00:00:00+07:00,3085.0134975961537,3113.755859375,3037.1095612980766,3113.755859375,36345400,0.0,0.0
2024-08-02 00:00:00+07:00,3104.1752311982304,3228.7254719561843,3094.5944434476187,3180.821533203125,72656600,0.0,0.0
2024-08-05 00:00:00+07:00,3132.9175563182644,3132.9175563182644,2941.301803638248,2960.46337890625,136208200,0.0,0.0
2024-08-06 00:00:00+07:00,3027.528854658019,3065.8520047169814,2950.8825545400946,3046.6904296875,92352300,0.0,0.0
2024-08-07 00:00:00+07:00,3075.4326640504064,3132.9173867429377,3065.851876934985,3094.59423828125,52487400,0.0,0.0
2024-08-08 00:00:00+07:00,3075.432815408258,3094.5943905821414,3027.5288774735504,3056.271240234375,33577900,0.0,0.0
2024-08-09 00:00:00+07:00,3075.4327922317216,3085.0135797464623,3017.9480671432784,3046.6904296875,38362100,0.0,0.0
2024-08-12 00:00:00+07:00,3056.2711128894193,3104.175048828125,3046.6903257016784,3104.175048828125,55556900,0.0,0.0
2024-08-13 00:00:00+07:00,3113.7558125120936,3132.9173867429377,3056.271089819563,3094.59423828125,57590400,0.0,0.0
2024-08-14 00:00:00+07:00,3094.5942147770284,3104.1750018196817,3065.8518536490683,3085.013427734375,32403100,0.0,0.0
2024-08-15 00:00:00+07:00,3085.0136490581194,3085.0136490581194,3037.109710408148,3075.432861328125,35270300,0.0,0.0
2024-08-16 00:00:00+07:00,3094.594353652582,3161.659865960842,3094.594353652582,3142.498291015625,75452400,0.0,0.0
2024-08-19 00:00:00+07:00,3132.917503543016,3161.659865960842,3104.1751411251907,3142.498291015625,27875100,0.0,0.0
2024-08-20 00:00:00+07:00,3142.498267870795,3152.07905527284,3104.1751182626144,3132.91748046875,28237200,0.0,0.0
2024-08-21 00:00:00+07:00,3142.4982445839723,3161.65981924607,3104.1750952597777,3123.336669921875,40796800,0.0,0.0
2024-08-22 00:00:00+07:00,3104.175083705357,3247.886893136161,3065.8519345238096,3219.14453125,113355100,0.0,0.0
2024-08-23 00:00:00+07:00,3228.725329836095,3334.1139904538904,3228.725329836095,3324.533203125,118011400,0.0,0.0
2024-08-26 00:00:00+07:00,3343.69482421875,3353.2756116806945,3286.2100994470807,3343.69482421875,50557000,0.0,0.0
2024-08-27 00:00:00+07:00,3362.8564682006836,3420.341194152832,3314.9525299072266,3372.437255859375,66094200,0.0,0.0
2024-08-28 00:00:00+07:00,3401.179641853311,3410.760429576841,3353.2757032356585,3382.01806640625,50932800,0.0,0.0
2024-08-29 00:00:00+07:00,3391.598831176758,3439.502769470215,3353.275680541992,3372.437255859375,63218700,0.0,0.0
2024-08-30 00:00:00+07:00,3391.598679446103,3439.5026155964715,3362.8563177558813,3410.76025390625,95767700,0.0,0.0
2024-09-02 00:00:00+07:00,3439.502731534583,3496.9874568527093,3420.3411564285407,3458.664306640625,96348100,0.0,0.0
2024-09-03 00:00:00+07:00,3458.6642835828993,3477.8258585611975,3410.7603461371527,3449.08349609375,45068100,0.0,0.0
2024-09-04 00:00:00+07:00,3391.598679446103,3477.8257645167664,3343.694743295734,3410.76025390625,73571700,0.0,0.0
2024-09-05 00:00:00+07:00,3410.7602305237674,3420.3410176881603,3314.9523588798415,3401.179443359375,64913100,0.0,0.0
2024-09-06 00:00:00+07:00,3382.017927098343,3391.5987144272335,3314.9524157961096,3324.533203125,45222100,0.0,0.0
2024-09-09 00:00:00+07:00,3324.53324929486,3353.2756116806945,3247.8869495993013,3343.69482421875,82176000,0.0,0.0
2024-09-10 00:00:00+07:00,3343.69482421875,3410.760336452364,3295.7908869090256,3343.69482421875,74744100,0.0,0.0
2024-09-11 00:00:00+07:00,3343.694892883301,3382.0180435180664,3324.533317565918,3372.437255859375,81318300,0.0,0.0
2024-09-12 00:00:00+07:00,3755.6687855113637,3880.2190258471996,3640.6993328936687,3688.603271484375,531570400,0.0,0.0
2024-09-13 00:00:00+07:00,3679.0223092643055,3679.0223092643055,3506.5681385175412,3516.14892578125,208787000,0.0,0.0
2024-09-17 00:00:00+07:00,3516.148892017121,3621.5375509059177,3420.3410203000335,3602.3759765625,136509300,0.0,0.0
2024-09-18 00:00:00+07:00,3602.3759631849316,3621.537537457192,3487.4065175513697,3496.9873046875,101840000,0.0,0.0
2024-09-19 00:00:00+07:00,3506.568115234375,3544.8912640347507,3429.9218176336235,3506.568115234375,127737900,0.0,0.0
2024-09-20 00:00:00+07:00,3516.1489720951895,3583.214483824526,3487.406609925474,3535.310546875,152237900,0.0,0.0
2024-09-23 00:00:00+07:00,3564.052932326858,3583.2145072318413,3535.3105699693833,3544.891357421875,70067100,0.0,0.0
2024-09-24 00:00:00+07:00,3573.6338119098846,3602.3761750083554,3535.3106611119233,3583.214599609375,111192200,0.0,0.0
2024-09-25 00:00:00+07:00,3602.376058604336,3602.376058604336,3525.7297594850947,3535.310546875,75405400,0.0,0.0
2024-09-26 00:00:00+07:00,3564.0528738839284,3621.53759765625,3544.8912992931546,3621.53759765625,76548100,0.0,0.0
2024-09-27 00:00:00+07:00,3621.537653852302,3774.830252957161,3583.214504076087,3746.087890625,121060900,0.0,0.0
2024-09-30 00:00:00+07:00,3746.08790408157,3765.249479038509,3650.280029296875,3650.280029296875,72652500,0.0,0.0
2024-10-01 00:00:00+07:00,3669.44161364497,3765.2494886748646,3554.4721636090962,3755.668701171875,131208500,0.0,0.0
2024-10-02 00:00:00+07:00,3736.5070100532944,3736.5070100532944,3669.4414996164405,3707.7646484375,51106900,0.0,0.0
2024-10-03 00:00:00+07:00,3698.1840131874183,3707.7648007863495,3669.441650390625,3669.441650390625,28529100,0.0,0.0
2024-10-04 00:00:00+07:00,3688.603179210753,3726.9263291246307,3650.280029296875,3650.280029296875,42159000,0.0,0.0
2024-10-07 00:00:00+07:00,3726.92626953125,3765.249418832342,3679.022332904884,3726.92626953125,78469800,0.0,0.0
2024-10-08 00:00:00+07:00,3736.5070929276317,3736.5070929276317,3640.69921875,3640.69921875,70099000,0.0,0.0
2024-10-09 00:00:00+07:00,3659.86083984375,3679.022414921466,3602.376114610602,3659.86083984375,49286700,0.0,0.0
2024-10-10 00:00:00+07:00,3669.441627382608,3707.76477753804,3659.86083984375,3659.86083984375,57294900,0.0,0.0
2024-10-11 00:00:00+07:00,3707.7646484375,3726.9262228480297,3688.6030740269703,3707.7646484375,26344700,0.0,0.0
2024-10-14 00:00:00+07:00,3707.7646484375,3746.0877972585595,3698.1838612322354,3707.7646484375,43032900,0.0,0.0
2024-10-15 00:00:00+07:00,3707.7646717189514,3755.6686080460695,3688.603097188104,3717.345458984375,52135200,0.0,0.0
2024-10-16 00:00:00+07:00,3736.5072100750813,3736.5072100750813,3669.4416960480926,3688.603271484375,106113000,0.0,0.0
2024-10-17 00:00:00+07:00,3698.183930538862,3746.0878674629407,3669.4415683844154,3736.507080078125,41860900,0.0,0.0
2024-10-18 00:00:00+07:00,3736.5070452008927,3746.0878324962796,3573.6336611793154,3621.53759765625,89683900,0.0,0.0
2024-10-21 00:00:00+07:00,3631.1185381068267,3640.6993258063167,3544.8914488114137,3583.214599609375,67414900,0.0,0.0
2024-10-22 00:00:00+07:00,3583.2145767007373,3611.9569396154493,3544.8914261477885,3573.6337890625,54862400,0.0,0.0
2024-10-23 00:00:00+07:00,3573.6336964346206,3583.214483824526,3525.7297594850947,3535.310546875,44721100,0.0,0.0
2024-10-24 00:00:00+07:00,3535.3105236551037,3554.4720983090606,3516.1489490011463,3525.729736328125,34075500,0.0,0.0
2024-10-25 00:00:00+07:00,3544.8912640347507,3554.4720512348445,3439.5026048337177,3506.568115234375,77709700,0.0,0.0
2024-10-28 00:00:00+07:00,3535.3105236551037,3573.633672963018,3496.987374347189,3525.729736328125,39595900,0.0,0.0
2024-10-29 00:00:00+07:00,3544.891441492338,3544.891441492338,3468.245140054666,3477.825927734375,20534800,0.0,0.0
2024-10-30 00:00:00+07:00,3477.825950538719,3516.1491015088427,3429.9220118260646,3487.40673828125,36350000,0.0,0.0
2024-10-31 00:00:00+07:00,3487.40669242058,3525.7298428867402,3468.2451171875,3468.2451171875,53507800,0.0,0.0
2024-11-01 00:00:00+07:00,3468.245023138605,3669.4415576300707,3468.245023138605,3631.118408203125,146059200,0.0,0.0
2024-11-04 00:00:00+07:00,3679.022423664122,3774.830299280375,3679.022423664122,3765.24951171875,141050500,0.0,0.0
2024-11-05 00:00:00+07:00,3889.7997587600557,4119.738660755724,3841.8958208442914,3870.63818359375,438639700,0.0,0.0
2024-11-06 00:00:00+07:00,3889.799689009897,3937.7036260666696,3813.153389719062,3841.895751953125,113133700,0.0,0.0
2024-11-07 00:00:00+07:00,3822.7342136928014,3832.315001195791,3726.926338662907,3755.668701171875,96971400,0.0,0.0
2024-11-08 00:00:00+07:00,3755.6687387810052,3755.6687387810052,3650.2800751927625,3669.441650390625,90924600,0.0,0.0
2024-11-11 00:00:00+07:00,3669.441688904788,3698.184052003259,3573.6338119098846,3583.214599609375,99455600,0.0,0.0
2024-11-12 00:00:00+07:00,3640.699264766034,3736.507140154614,3631.1184772271763,3659.86083984375,85754000,0.0,0.0
2024-11-13 00:00:00+07:00,3784.4110636808437,3841.8957886987805,3707.7647636569277,3755.668701171875,144865000,0.0,0.0
2024-11-14 00:00:00+07:00,3774.8303139788673,3784.4111015777985,3669.441650390625,3669.441650390625,84790900,0.0,0.0
2024-11-15 00:00:00+07:00,3669.44161364497,3774.830276177854,3631.1184636330117,3755.668701171875,83361300,0.0,0.0
2024-11-18 00:00:00+07:00,3755.668681376689,3755.668681376689,3516.1489950644004,3544.891357421875,256319600,0.0,0.0
2024-11-19 00:00:00+07:00,3564.0529554834907,3640.699255601415,3516.1490179097877,3554.47216796875,107023300,0.0,0.0
2024-11-20 00:00:00+07:00,3554.47212165481,3592.7952712144306,3506.5681847052842,3535.310546875,80247300,0.0,0.0
2024-11-21 00:00:00+07:00,3544.8913109820824,3554.4720983090606,3506.5681616741676,3525.729736328125,80544200,0.0,0.0
2024-11-22 00:00:00+07:00,3525.72965625,3592.795166015625,3487.4065078125,3592.795166015625,154094300,0.0,0.0
2024-11-25 00:00:00+07:00,3602.375999875663,3650.2799360442227,3573.6336381745277,3611.956787109375,192437100,0.0,0.0
2024-11-26 00:00:00+07:00,3621.5375856820506,3659.860734736887,3516.14892578125,3516.14892578125,283961800,0.0,0.0
2024-11-28 00:00:00+07:00,2644.29736328125,2644.29736328125,2644.29736328125,2644.29736328125,20071600,0.0,0.0
2024-11-29 00:00:00+07:00,1983.223045349121,2117.354072570801,1983.223045349121,1992.8038330078125,1047877300,0.0,0.0
2024-12-02 00:00:00+07:00,2002.384544735863,2280.227376302083,2002.384544735863,2213.161865234375,517878000,0.0,0.0
2024-12-03 00:00:00+07:00,2232.3235546047404,2328.131432484772,2184.4196156647245,2261.06591796875,258567000,0.0,0.0
2024-12-04 00:00:00+07:00,2270.646705756753,2280.2274935447563,2203.5811912407307,2261.06591796875,135756100,0.0,0.0
2024-12-05 00:00:00+07:00,2289.8082348424145,2318.5505976228633,2203.5811465010684,2241.904296875,179016300,0.0,0.0
2024-12-06 00:00:00+07:00,2241.904203464674,2241.904203464674,2194.0002674932066,2203.5810546875,152806600,0.0,0.0
2024-12-09 00:00:00+07:00,2213.161975462045,2586.8126985920007,2213.161975462045,2567.651123046875,509279500,0.0,0.0
2024-12-10 00:00:00+07:00,2586.812569754464,2759.2667410714284,2510.166271391369,2615.554931640625,360677800,0.0,0.0
2024-12-11 00:00:00+07:00,2615.5548951598416,2653.8780438068725,2500.58544921875,2500.58544921875,159744000,0.0,0.0
2024-12-12 00:00:00+07:00,2500.585508082695,2548.489445019145,2404.777634209795,2423.939208984375,120595500,0.0,0.0
2024-12-13 00:00:00+07:00,2443.100898210392,2519.747200899346,2433.520110374273,2471.84326171875,110671800,0.0,0.0
2024-12-16 00:00:00+07:00,2471.843064528245,2548.489361102764,2376.035193810096,2491.004638671875,137736700,0.0,0.0
2024-12-17 00:00:00+07:00,2538.9086087291457,2548.4893959318974,2404.777587890625,2404.777587890625,94626300,0.0,0.0
2024-12-18 00:00:00+07:00,2481.423828125,2519.74697604971,2433.519893219112,2481.423828125,91709300,0.0,0.0
2024-12-19 00:00:00+07:00,2462.2623819666583,2471.843169445128,2414.358444574311,2433.52001953125,57029200,0.0,0.0
2024-12-20 00:00:00+07:00,2433.520042509191,2471.8431927849265,2404.7776798023897,2443.100830078125,65183500,0.0,0.0
2024-12-23 00:00:00+07:00,2471.843169445128,2481.4239569235974,2414.358444574311,2433.52001953125,49626700,0.0,0.0
2024-12-24 00:00:00+07:00,2433.5199494988797,2500.58545991814,2404.777587890625,2404.777587890625,70990000,0.0,0.0
2024-12-27 00:00:00+07:00,2423.9392320527804,2433.52001953125,2385.6160821389026,2433.52001953125,64253200,0.0,0.0
2024-12-30 00:00:00+07:00,2440.0,2470.0,2410.0,2430.0,75087400,106.48,0.0
2025-01-02 00:00:00+07:00,2440.0,2540.0,2430.0,2530.0,64116400,0.0,0.0
2025-01-03 00:00:00+07:00,2530.0,2580.0,2450.0,2460.0,76328900,0.0,0.0
2025-01-06 00:00:00+07:00,2470.0,2480.0,2380.0,2380.0,49081900,0.0,0.0
2025-01-07 00:00:00+07:00,2380.0,2480.0,2320.0,2470.0,67782800,0.0,0.0
2025-01-08 00:00:00+07:00,2470.0,2520.0,2400.0,2400.0,61062900,0.0,0.0
2025-01-09 00:00:00+07:00,2420.0,2430.0,2360.0,2370.0,22810200,0.0,0.0
